Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Egg Groups,Weight,Context,Spawn Archive,Species Archive
242,Blissey,normal,,rare,Any,Any,Any,blissey-2,Overworld,,,,,,,,"natural, village",fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
525,Boldore,rock,,common,Any,Any,Any,boldore-1,Overworld,Deep Dark,,,,,,,natural,mineral,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
525,Boldore,rock,,uncommon,Any,Any,Any,boldore-2,Deep Dark,,,,,,,,natural,mineral,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
836,Boltund,electric,,common,Any,Any,Any,boltund-1,Overworld,Freezing,,,,,,,"natural, urban",field,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
836,Boltund,electric,,common,Any,Any,Any,boltund-2,Overworld,Freezing,,,,,,,"natural, village",field,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
438,Bonsly,rock,,uncommon,Any,Any,Clear,bonsly-1,Forest,Spooky,,,,,,,natural,undiscovered,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
626,Bouffalant,normal,,common,Any,Any,Any,bouffalant-1,Plains,,,,,,,,"natural, wild",field,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
761,Bounsweet,grass,,common,Any,Any,Any,bounsweet-1,"Jungle, Tropical Land",,,,,,,,"natural, treetop",grass,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
654,Braixen,fire,,ultra-rare,Any,Any,Any,braixen-1,Desert,,,,,,,,natural,field,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
286,Breloom,grass,fighting,common,Any,Any,Any,breloom-1,Forest,Freezing,,,,,,,natural,"fairy, grass",0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
286,Breloom,grass,fighting,common,Any,Any,Any,breloom-2,Mushroom,,,,,,,,natural,"fairy, grass",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
729,Brionne,water,,ultra-rare,Any,Any,Any,brionne-1,Coast,,,,,,,,natural,"water_1, field",0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
729,Brionne,water,,ultra-rare,MUST SEE,Any,Any,brionne-2,Coast,,,,,,,,underwater,"water_1, field",0.9,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
729,Brionne,water,,ultra-rare,Any,Any,Any,brionne-3,Coast,,,,,,,,water_surface,"water_1, field",0.9,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
437,Bronzong,steel,psychic,rare,MUST SEE,Any,Any,bronzong-1,Spooky,,,,,,,,natural,mineral,1,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
437,Bronzong,steel,psychic,rare,CANNOT SEE,Any,Any,bronzong-2,Cave,,,,,,,,,mineral,1,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
437,Bronzong,steel,psychic,rare,Any,Any,Any,bronzong-3,Mountain,,,,,,,,natural,mineral,2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
436,Bronzor,steel,psychic,uncommon,MUST SEE,Any,Any,bronzor-1,Spooky,,,,,,,,natural,mineral,3,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
436,Bronzor,steel,psychic,rare,CANNOT SEE,Any,Any,bronzor-2,Cave,,,,,,,,,mineral,3,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
436,Bronzor,steel,psychic,rare,Any,Any,Any,bronzor-3,Mountain,,,,,,,,natural,mineral,3,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
406,Budew,grass,poison,common,Any,Any,Any,budew-1,Floral,,,,,,,,natural,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
406,Budew,grass,poison,common,Any,Any,Any,budew-2,Floral Meadow,,,Sempiternal Sanctums,,,,,,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
418,Buizel,water,,common,Any,Any,Any,buizel-1,Freshwater,,,,,,,,"natural, freshwater","water_1, field",1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
418,Buizel,water,,common,MUST SEE,Any,Any,buizel-2,Freshwater,,,,,,,,"underwater, freshwater","water_1, field",1.8,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
418,Buizel,water,,uncommon,Any,Any,Any,buizel-3,Freshwater,,,,,,,,"water_surface, freshwater","water_1, field",1.8,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
1,Bulbasaur,grass,poison,ultra-rare,Any,Any,Any,bulbasaur-1,"Jungle, Tropical Land",,,,,,,,natural,"monster, grass",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
427,Buneary,normal,,common,Any,Any,Any,buneary-1,"Forest, Hills, Snowy Forest, Snowy Taiga, Taiga",,,,,,,,"natural, wild","field, human_like",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
659,Bunnelby,normal,,common,Any,Any,Any,bunnelby-1,"Hills, Temperate",,,,,,,,natural,field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
12,Butterfree,bug,flying,common,Any,Any,Clear,butterfree-1,Temperate,"Floral, Freezing, Spooky",,,,,,,natural,bug,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
12,Butterfree,bug,flying,common,Any,Any,Clear,butterfree-2,Floral,,,,,,,,natural,bug,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
12,Butterfree Valencian,bug,flying,common,Any,Any,Clear,butterfree-valencian-3,"Jungle, Tropical Land",,,,,,,,natural,bug,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
12,Butterfree Valencian,bug,flying,common,Any,Any,Any,butterfree-valencian-4,Floral Meadow,,,Sempiternal Sanctums,,,,,,bug,5.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
794,Buzzwole,bug,fighting,ultra-rare,MUST SEE,Any,Any,buzzwole-1,Swamp,,,,,,,,,undiscovered,0.2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
331,Cacnea,grass,,common,Any,Any,Any,cacnea-1,Sandy,,,,,,,,natural,"grass, human_like",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
332,Cacturne,grass,dark,common,Any,Any,Any,cacturne-1,Sandy,,,,,,,,natural,"grass, human_like",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
898,Calyrex,psychic,grass,ultra-rare,Any,Any,Any,calyrex-1,Plains,,,,,,,,natural,undiscovered,1.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
323,Camerupt,fire,ground,common,Any,Any,Any,camerupt-1,Badlands,,,,,,,,natural,field,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
323,Camerupt,fire,ground,common,Any,Any,Any,camerupt-2,Volcanic,,,,,,,,natural,field,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
323,Camerupt,fire,ground,common,Any,Any,Any,camerupt-3,"Nether/ Overgrowth, Nether/ Wasteland",,,,,,,,natural,field,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
951,Capsakid,grass,,common,MUST SEE,Any,Any,capsakid-1,Arid,,,,,,,,,grass,6,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
703,Carbink,rock,fairy,common,Any,Any,Any,carbink-1,Overworld,Deep Dark,,,,Diamond Ore,,,natural,"fairy, mineral",100.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
703,Carbink,rock,fairy,uncommon,Any,Any,Any,carbink-2,Nether/ Quartz,,,,Quartz Block,,,,natural,"fairy, mineral",10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
703,Carbink,rock,fairy,common,Any,Any,Any,carbink-3,Crystal Canyon,,,Sempiternal Sanctums,,,,,,"fairy, mineral",10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
455,Carnivine,grass,,uncommon,Any,Any,Any,carnivine-1,Swamp,,,,,,,,"natural, treetop, foliage",grass,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
455,Carnivine,grass,,uncommon,Any,Any,Any,carnivine-2,Lush,,,,,,,,natural,grass,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
565,Carracosta,water,rock,ultra-rare,Any,Any,Any,carracosta-1,Lush,,,,,,,,natural,"water_1, water_3",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
565,Carracosta,water,rock,ultra-rare,Any,Any,Any,carracosta-2,Lush,,,,,,,,underwater,"water_1, water_3",1.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
318,Carvanha,water,dark,common,MUST SEE,Any,Any,carvanha-1,Ocean,,,,,,,,underwater,water_2,1.8,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
10,Caterpie,bug,,common,Any,Any,Any,caterpie-1,Forest,"Freezing, Spooky",,,,,,,"natural, treetop",bug,7.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
10,Caterpie,bug,,common,Any,Any,Any,caterpie-2,Plains,,,,,,,,"natural, foliage, treetop",bug,7.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
10,Caterpie Valencian,bug,,common,Any,Any,Any,caterpie-valencian-3,"Jungle, Tropical Land",,,,,,,,"natural, treetop",bug,7.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
10,Caterpie Valencian,bug,,common,Any,Any,Any,caterpie-valencian-4,Floral Meadow,,,Sempiternal Sanctums,,,,,,bug,3.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
251,Celebi,psychic,grass,ultra-rare,MUST SEE,Any,Any,celebi-1,Forest,,,,,,,,,undiscovered,5,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
851,Centiskorch,fire,bug,common,Any,Any,Any,centiskorch-1,"Badlands, Volcanic",,,,,,,,"natural, wild",bug,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
851,Centiskorch,fire,bug,common,Any,Any,Any,centiskorch-2,Nether/ Basalt,,,,,,,,"natural, wild",bug,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
851,Centiskorch,fire,bug,common,Any,Any,Any,centiskorch-3,Nether/ Wasteland,,,,,,,,"natural, wild",bug,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
937,Ceruledge,fire,ghost,common,Any,Any,Any,ceruledge-1,Nether,,,,,,,,"natural, nether_structures",human_like,5.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
937,Ceruledge,fire,ghost,uncommon,Any,Any,Any,ceruledge-2,Overworld,,,,,,,,ruined_portal,human_like,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
975,Cetitan,ice,,uncommon,Any,Any,Any,cetitan-1,Frozen Ocean,,,,,,,,"natural, wild",field,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
975,Cetitan,ice,,uncommon,Any,Any,Any,cetitan-2,"Glacial, Tundra",,,,,,,,"natural, wild",field,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
974,Cetoddle,ice,,uncommon,Any,Any,Any,cetoddle-1,Frozen Ocean,,,,,,,,"natural, wild",field,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
974,Cetoddle,ice,,uncommon,Any,Any,Any,cetoddle-2,"Glacial, Tundra",,,,,,,,"natural, wild",field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
609,Chandelure,ghost,fire,common,Any,Any,Any,chandelure-1,Nether/ Soul Fire,,,,,,,,natural,amorphous,0.02,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
609,Chandelure,ghost,fire,common,CANNOT SEE,Any,Any,chandelure-2,Overworld,,,,,,,,mansion,amorphous,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
113,Chansey,normal,,rare,Any,Any,Any,chansey-1,Overworld,,,,,,,,"natural, urban",fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
113,Chansey,normal,,rare,Any,Any,Any,chansey-2,Overworld,,,,,,,,"natural, village",fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
935,Charcadet,fire,,common,Any,Any,Any,charcadet-1,Nether,,,,,,,,"natural, nether_structures",human_like,90.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
935,Charcadet,fire,,uncommon,Any,Any,Any,charcadet-2,Overworld,,,,,,,,ruined_portal,human_like,18.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
6,Charizard,fire,flying,ultra-rare,Any,Any,Clear,charizard-1,"Hills, Volcanic",,,,,,,,natural,"monster, dragon",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
6,Charizard,fire,flying,ultra-rare,Any,Any,Any,charizard-2,Nether/ Basalt,,,,,,,,natural,"monster, dragon",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
738,Charjabug,bug,electric,uncommon,MUST SEE,Any,Any,charjabug-1,"Badlands, Jungle, Taiga",,,,,,,,,bug,4,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
737,Charjabug,bug,electric,uncommon,MUST SEE,Any,Any,charjabug-1,"Badlands, Jungle, Taiga",,,,,,,,,bug,4,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
4,Charmander,fire,,ultra-rare,Any,Any,Clear,charmander-1,"Hills, Volcanic",,,,,,,,natural,"monster, dragon",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
4,Charmander,fire,,ultra-rare,Any,Any,Any,charmander-2,Nether/ Basalt,,,,,,,,natural,"monster, dragon",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
5,Charmeleon,fire,,ultra-rare,Any,Any,Clear,charmeleon-1,"Hills, Volcanic",,,,,,,,natural,"monster, dragon",0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
5,Charmeleon,fire,,ultra-rare,Any,Any,Any,charmeleon-2,Nether/ Basalt,,,,,,,,natural,"monster, dragon",0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
441,Chatot,normal,flying,uncommon,Any,Any,Any,chatot-1,Jungle,,,,,,,,"natural, treetop",flying,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
441,Chatot,normal,flying,common,Any,Any,Any,chatot-2,Tropical Land,,,,,,,,"natural, treetop",flying,6.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
441,Chatot,normal,flying,common,Any,Any,Any,chatot-3,Sky,,,,,,,,"natural, treetop",flying,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
652,Chesnaught,grass,fighting,ultra-rare,Any,Any,Any,chesnaught-1,Forest,Spooky,,,,,,,natural,field,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
650,Chespin,grass,,ultra-rare,Any,Any,Any,chespin-1,Forest,Spooky,,,,,,,natural,field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
1002,Chienpao,dark,ice,ultra-rare,Any,Any,Any,chienpao-1,"Freezing, Taiga, Tundra",,,,,,,,,undiscovered,5,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
152,Chikorita,grass,,ultra-rare,Any,Any,Any,chikorita-1,Floral,,,,,,,,natural,"monster, grass",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
152,Chikorita,grass,,ultra-rare,Any,Any,Any,chikorita-2,Floral Meadow,,,Sempiternal Sanctums,,,,,,"monster, grass",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
390,Chimchar,fire,,ultra-rare,Any,Any,Clear,chimchar-1,Mountain,,,,,,,,"natural, treetop","field, human_like",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
390,Chimchar,fire,,ultra-rare,Any,Any,Any,chimchar-2,Nether/ Forest,,,,,,,,"natural, treetop","field, human_like",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
358,Chimecho,psychic,,uncommon,Any,Any,Any,chimecho-1,"Forest, Mountain, Spooky, Taiga",,,,,,,,natural,amorphous,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
358,Chimecho,psychic,,uncommon,Any,Any,Any,chimecho-2,Magical,,,,,,,,natural,amorphous,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
358,Chimecho,psychic,,uncommon,Any,Any,Any,chimecho-3,Overworld,,,,,Bell,,,,amorphous,10,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
170,Chinchou,water,electric,common,MUST SEE,Any,Any,chinchou-1,Deep Ocean,,,,,,,,underwater,water_2,5.4,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
433,Chingling,psychic,,uncommon,Any,Any,Any,chingling-1,"Forest, Mountain, Spooky, Taiga",,,,,,,,natural,undiscovered,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
433,Chingling,psychic,,uncommon,Any,Any,Any,chingling-2,Magical,,,,,,,,natural,undiscovered,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
433,Chingling,psychic,,uncommon,Any,Any,Any,chingling-3,Overworld,,,,,Bell,,,,undiscovered,90,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
1004,Chiyu,dark,fire,ultra-rare,Any,Any,Any,chiyu-1,"Nether Basalt, Nether Wasteland",,,,,,,,natural,undiscovered,0.01,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
1004,Chiyu,dark,fire,ultra-rare,Any,Any,Any,chiyu-2,"Nether, Volcanic",,,,,,,,lava_surface,undiscovered,0.01,surface,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
1004,Chiyu,dark,fire,ultra-rare,Any,Any,Any,chiyu-3,Overworld,Volcanic,,,,,,,lava_surface,undiscovered,0.01,surface,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
1004,Chiyu,dark,fire,ultra-rare,Any,Any,Any,chiyu-4,Volcanic,,,,,Lava,,,natural,undiscovered,0.01,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
815,Cinderace,fire,,ultra-rare,Any,Any,Any,cinderace-1,"Grassland, Tundra",,,,,,,,natural,"field, human_like",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
366,Clamperl,water,,uncommon,MUST SEE,Any,Any,clamperl-1,Deep Ocean,,,,,,,,underwater,water_1,9.0,seafloor,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
366,Clamperl,water,,rare,MUST SEE,Any,Any,clamperl-2,Warm Ocean,,,,,,,,underwater,water_1,9.0,seafloor,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
344,Claydol,ground,psychic,uncommon,Any,Any,Any,claydol-1,Sandy,Deep Dark,,,,,,,natural,mineral,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
344,Claydol,ground,psychic,common,CANNOT SEE,Any,Any,claydol-2,Overworld,,,,,,,,"natural, desert_pyramid",mineral,6.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
344,Claydol,ground,psychic,common,Any,Any,Any,claydol-3,Howling Constructs,,,Sempiternal Sanctums,,,,,,mineral,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
36,Clefable,fairy,,uncommon,Any,Any,Any,clefable-1,Dripstone,,,,,,,,natural,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
36,Clefable,fairy,,uncommon,Any,Any,Any,clefable-2,Dripstone,,,,,,,,natural,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
36,Clefable,fairy,,uncommon,Any,Any,Any,clefable-3,Hills,,,,,,0,,natural,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
36,Clefable,fairy,,uncommon,Any,Any,Any,clefable-4,Magical,Spooky,,,,,,,natural,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
35,Clefairy,fairy,,uncommon,Any,Any,Any,clefairy-1,Dripstone,,,,,,,,natural,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
35,Clefairy,fairy,,uncommon,Any,Any,Any,clefairy-2,Dripstone,,,,,,,,natural,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
35,Clefairy,fairy,,uncommon,Any,Any,Any,clefairy-3,Hills,,,,,,0,,natural,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
35,Clefairy,fairy,,uncommon,Any,Any,Any,clefairy-4,Magical,Spooky,,,,,,,natural,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
173,Cleffa,fairy,,uncommon,Any,Any,Any,cleffa-1,Dripstone,,,,,,,,natural,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
173,Cleffa,fairy,,uncommon,Any,Any,Any,cleffa-2,Dripstone,,,,,,,,natural,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
173,Cleffa,fairy,,uncommon,Any,Any,Any,cleffa-3,Hills,,,,,,,,natural,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
173,Cleffa,fairy,,uncommon,Any,Any,Any,cleffa-4,Magical,Spooky,,,,,,,natural,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
980,Clodsire,poison,ground,common,Any,Any,Any,clodsire-1,Has Block/Mud,,,,,,,,natural,"water_1, field",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
980,Clodsire,poison,ground,common,MUST SEE,Any,Any,clodsire-2,Has Block/Mud,,,,,,,,underwater,"water_1, field",1.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
