Dex Number,Pokemon Name,Primary Type,Secondary Type,Egg Groups,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Time,Weather,Moon Phase,Anti-Moon Phase,Presets,Weight,Bucket,Sky,Context,Source File
970,Glimmora,rock,poison,mineral,glimmora-3,"Crystal Canyon, Crystalline Chasm",,,,Any,Any,,,,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
255,Torchic,fire,,field,torchic-1,Plains,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
893,Zarude,dark,grass,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
1016,Fezandipiti,poison,fairy,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
269,Dustox,bug,poison,bug,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
660,Diggersby,normal,ground,field,diggersby-1,"Hills, Temperate",,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
365,Walrein,ice,water,"water_1, field",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
95,Onix,rock,ground,mineral,onix-1,Overworld,Deep Dark,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
95,Onix,rock,ground,mineral,onix-2,Nether/ Basalt,,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
622,Golett,ground,ghost,mineral,golett-1,Deep Dark,,,,Any,Any,,,ancient_city,90.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
622,Golett,ground,ghost,mineral,golett-2,Overworld,,,,Any,Any,,,"natural, ruins",18.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
622,Golett,ground,ghost,mineral,golett-3,Overworld,,,,Any,Any,,,trail_ruins,18.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
622,Golett,ground,ghost,mineral,golett-4,Desert,,,,Any,Any,,,"natural, desert_pyramid",18.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
622,Golett,ground,ghost,mineral,golett-5,Jungle,,,,Any,Any,,,"natural, jungle_pyramid",18.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
622,Golett,ground,ghost,mineral,golett-6,Howling Constructs,,,Sempiternal Sanctums,Any,Any,,,,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
1020,Gouging Fire,fire,dragon,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
385,Jirachi,steel,psychic,undiscovered,jirachi-1,"Mountain, Hills",,,,Any,Any,,,,0.05,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
385,Jirachi,steel,psychic,undiscovered,jirachi-2,End,,,,Any,Any,,,natural,0.5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Red,fairy,,fairy,florges-red-1,Overworld,,,,Any,Any,,,"natural, red_flowers",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Yellow,fairy,,fairy,florges-yellow-2,Overworld,,,,Any,Any,,,"natural, yellow_flowers",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Orange,fairy,,fairy,florges-orange-3,Overworld,,,,Any,Any,,,"natural, orange_flowers",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Blue,fairy,,fairy,florges-blue-4,Overworld,,,,Any,Any,,,"natural, blue_flowers",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=White,fairy,,fairy,florges-white-5,Overworld,,,,Any,Any,,,"natural, white_flowers",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Pink,fairy,,fairy,florges-pink-6,Overworld,,,,Any,Any,,,"natural, pink_flowers",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Red,fairy,,fairy,florges-red-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Yellow,fairy,,fairy,florges-yellow-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Orange,fairy,,fairy,florges-orange-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Blue,fairy,,fairy,florges-blue-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=White,fairy,,fairy,florges-white-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
671,Florges Flower=Pink,fairy,,fairy,florges-pink-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
414,Mothim,bug,flying,bug,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
226,Mantine,water,flying,water_1,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
238,Smoochum,ice,psychic,undiscovered,smoochum-1,Freezing,,,,Any,Any,,,"natural, urban",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
238,Smoochum,ice,psychic,undiscovered,smoochum-2,Freezing,,,,Any,Any,,,"natural, village",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
213,Shuckle,bug,rock,bug,shuckle-1,Lush,,,,Any,Any,,,natural,6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
651,Quilladin,grass,,field,quilladin-1,Forest,Spooky,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
34,Nidoking,poison,ground,"monster, field",nidoking-1,Savanna,,,,Any,Any,,,"natural, wild",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
762,Steenee,grass,,grass,steenee-1,"Jungle, Tropical Land",,,,Any,Any,,,natural,0.18,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
877,Morpeko,electric,dark,"field, fairy",morpeko-1,Spooky,,,,Any,Any,,,,4.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
629,Vullaby,dark,flying,flying,vullaby-1,Badlands,,,,Any,Any,,,natural,5.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
872,Snom,ice,bug,bug,snom-1,Freezing,,,,Any,Any,,,natural,10.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
71,Victreebel,grass,poison,grass,victreebel-1,Jungle,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
148,Dragonair,dragon,,"water_1, dragon",dragonair-1,Overworld,,,,Any,Any,,,water_surface,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
148,Dragonair,dragon,,"water_1, dragon",dragonair-2,Overworld,,,,Any,Any,,,underwater,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
148,Dragonair,dragon,,"water_1, dragon",dragonair-3,Ocean,,,,Any,Any,,,"underwater, ocean_ruins",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
640,Virizion,grass,fighting,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
511,Pansage,grass,,field,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
220,Swinub,ice,ground,field,swinub-1,Tundra,,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
532,Timburr,fighting,,human_like,timburr-1,Overworld,"Sandy, Tundra",,,Any,Any,,,"natural, urban",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
532,Timburr,fighting,,human_like,timburr-2,Overworld,"Sandy, Tundra",,,Any,Any,,,"natural, village",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=High-Plains,bug,flying,bug,vivillon-high-plains-1,Badlands,,,Village,Any,Any,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Fancy,bug,flying,bug,vivillon-fancy-2,Cherry Blossom,,,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Ocean,bug,flying,bug,vivillon-ocean-3,"Coast, Warm Ocean","Cold Ocean, Frozen Ocean, Lukewarm Ocean, Temperate Ocean",,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Sandstorm,bug,flying,bug,vivillon-sandstorm-4,Desert,Badlands,,Village,Any,Any,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Meadow,bug,flying,bug,vivillon-meadow-5,Floral,"Cherry Blossom, Magical, Sunflower Plains",,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Meadow,bug,flying,bug,vivillon-meadow-6,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,5.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Garden,bug,flying,bug,vivillon-garden-7,Forest,"Cherry Blossom, Floral, Jungle, Magical, Mountain, Mushroom, Plains, Spooky, Swamp",,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=River,bug,flying,bug,vivillon-river-8,,"Forest, Jungle, Magical, Spooky",,Village,Any,Clear,,,"natural, flowers, freshwater",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Polar,bug,flying,bug,vivillon-polar-9,Frozen Ocean,,,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Tundra,bug,flying,bug,vivillon-tundra-10,"Glacial, Snowy Forest, Tundra",Mountain,,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Jungle,bug,flying,bug,vivillon-jungle-11,Jungle,Mountain,,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Monsoon,bug,flying,bug,vivillon-monsoon-12,Mountain,"Badlands, Floral, Desert, Mushroom, Tropical Land",,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Archipelago,bug,flying,bug,vivillon-archipelago-13,Mushroom,"Magical, Spooky, Swamp",,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Marine,bug,flying,bug,vivillon-marine-14,Ocean,"Frozen Ocean, Warm Ocean",,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Modern,bug,flying,bug,vivillon-modern-15,Overworld,,,,Any,Clear,,,"natural, flowers, village",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Modern,bug,flying,bug,vivillon-modern-15,Overworld,,,,Any,Clear,,,"natural, flowers, urban",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Continental,bug,flying,bug,vivillon-continental-16,Plains,"Floral, Mushroom, Savanna, Sunflower Plains",,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Savanna,bug,flying,bug,vivillon-savanna-17,Savanna,"Badlands, Desert, Floral, Mountain",,Village,Any,Any,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Sun,bug,flying,bug,vivillon-sun-18,"Sunflower Plains, Sky, Tropical Land",,,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Elegant,bug,flying,bug,vivillon-elegant-19,"Magical, Spooky",Mountain,,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
666,Vivillon Vivillon_Wings=Icy-Snow,bug,flying,bug,vivillon-icy-snow-20,Taiga,Mountain,,Village,Any,Clear,,,"natural, flowers",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
181,Ampharos,electric,,"monster, field",ampharos-1,"Highlands, Plains",,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
894,Regieleki,electric,,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
731,Pikipek,normal,flying,flying,pikipek-1,"Forest, Jungle, Taiga",,,,Any,Any,,,,4,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
777,Togedemaru,electric,steel,"field, fairy",togedemaru-1,Badlands,,,,Any,Any,,,,4.8,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
447,Riolu,fighting,,undiscovered,riolu-1,Mountain,,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
244,Entei,fire,,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
154,Meganium,grass,,"monster, grass",meganium-1,Floral,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
154,Meganium,grass,,"monster, grass",meganium-2,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
87,Dewgong,water,ice,"water_1, field",dewgong-1,Frozen Ocean,,,,Any,Any,,,"natural, wild",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
87,Dewgong,water,ice,"water_1, field",dewgong-2,Frozen Ocean,,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
524,Roggenrola,rock,,mineral,roggenrola-1,Overworld,Deep Dark,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
524,Roggenrola,rock,,mineral,roggenrola-2,Deep Dark,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
999,Gimmighoul Roaming,ghost,,undiscovered,gimmighoul-roaming-1,Overworld,,,,Any,Any,,,ruins,100.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
999,Gimmighoul Roaming,ghost,,undiscovered,gimmighoul-roaming-2,Overworld,,,,Any,Any,,,underground_ruins,100.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
863,Perrserker,steel,,field,perrserker-1,"Freezing, Taiga",,,,Any,Any,,,"natural, urban",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
863,Perrserker,steel,,field,perrserker-2,"Freezing, Taiga",,,,Any,Any,,,"natural, village",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
817,Drizzile,water,,"water_1, field",drizzile-1,,,,,Any,Any,,,"natural, freshwater",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
817,Drizzile,water,,"water_1, field",drizzile-2,,,,,Any,Any,,,"freshwater, underwater",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
1006,Ironvaliant,fairy,fighting,undiscovered,ironvaliant,Magical,,,,Any,Any,,,,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
763,Tsareena,grass,,grass,tsareena-1,"Jungle, Tropical Land",,,,Any,Any,,,natural,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
480,Uxie,psychic,,undiscovered,uxie-1,River,,,,Any,Any,,,natural,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
488,Darkrai,psychic,,undiscovered,darkrai,Plains,,,,Any,Any,4,,"natural, wild",0.01,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
488,Darkrai,psychic,,undiscovered,darkrai,Plains,,,,Any,Any,6,,"natural, wild",0.01,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
791,Solgaleo,psychic,steel,undiscovered,solgaleo-1,"Badlands, Savanna",,,,Any,Any,,,,0.5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
420,Cherubi,grass,,"fairy, grass",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
928,Smoliv,grass,normal,grass,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
478,Froslass,ice,ghost,"fairy, mineral",froslass-1,Freezing,,,,Any,Any,,,natural,5.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
976,Veluza,water,psychic,water_2,veluza-1,Ocean,,,,Any,Any,,,underwater,7.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
976,Veluza,water,psychic,water_2,veluza-2,Ocean,,,,Any,Any,,,,7.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
509,Purrloin,dark,,field,purrloin-1,"Desert, Savanna, Jungle",,,,Any,Clear,,,natural,8.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
635,Hydreigon,dark,dragon,dragon,hydreigon-1,Deep Dark,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
635,Hydreigon,dark,dragon,dragon,hydreigon-2,Overworld,Deep Dark,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
14,Kakuna,bug,poison,bug,kakuna-1,"Forest, Jungle",Freezing,,,Any,Any,,,"natural, treetop",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
14,Kakuna,bug,poison,bug,kakuna-2,The Bumblezone,,,Sempiternal Sanctums,Any,Any,,,,2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
41,Zubat,poison,flying,flying,zubat-1,"Forest, Swamp","Spooky, Freezing",,,Any,Clear,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
41,Zubat,poison,flying,flying,zubat-3,"Forest, Swamp","Spooky, Freezing",,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
41,Zubat,poison,flying,flying,zubat-4,Overworld,"Deep Dark, Forest, Swamp",,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
41,Zubat,poison,flying,flying,zubat-5,Overworld,"Deep Dark, Forest, Swamp",,,Any,Any,,,derelict,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
41,Zubat,poison,flying,flying,zubat-6,Spooky,,,,Any,Clear,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
41,Zubat,poison,flying,flying,zubat-8,Deep Dark,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
858,Hatterene,psychic,fairy,fairy,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
45,Vileplume,grass,poison,grass,vileplume-1,Jungle,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
45,Vileplume,grass,poison,grass,vileplume-2,Temperate,,,,Any,Any,,,natural,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
45,Vileplume Valencian,grass,poison,grass,vileplume-valencian-3,"Savanna, Tropical Land",,,,Any,Any,,,natural,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
27,Sandshrew,ground,,field,sandshrew-1,Sandy,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
906,Sprigatito,grass,,"field, grass",sprigatito-1,"Floral, Magical",,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
906,Sprigatito,grass,,"field, grass",sprigatito-2,Nether/ Warped,Nether/ Desert,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
482,Azelf,psychic,,undiscovered,azelf-1,River,,,,Any,Any,,,natural,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
376,Metagross,steel,psychic,mineral,metagross-1,"Dripstone, Peak",,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
376,Metagross,steel,psychic,mineral,metagross-2,End,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
376,Metagross,steel,psychic,mineral,metagross-3,Howling Constructs,,,Sempiternal Sanctums,Any,Any,,,,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
886,Drakloak,dragon,ghost,"amorphous, dragon",drakloak-1,Coast,,,,Any,Any,,,"natural, freshwater",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
886,Drakloak,dragon,ghost,"amorphous, dragon",drakloak-2,Overworld,Ocean,,,Any,Any,,,water_surface,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
644,Zekrom,dragon,electric,undiscovered,zekrom-1,Mountain,,,,Any,Thunder,,,natural,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
